,Date,Close
4066,10/6/2015,537.48
4065,10/5/2015,543.68
4064,10/2/2015,532.54
4063,10/1/2015,520.72
4062,9/30/2015,511.89
4061,9/29/2015,496.07
4060,9/28/2015,504.06
4059,9/25/2015,524.25
4058,9/24/2015,533.75
4057,9/23/2015,536.07
4056,9/22/2015,538.4
4055,9/21/2015,548.39
4054,9/18/2015,540.26
4053,9/17/2015,538.87
4052,9/16/2015,527.39
4051,9/15/2015,522.37
4050,9/14/2015,521.38
4049,9/11/2015,529.44
4048,9/10/2015,522.24
4047,9/9/2015,516.89
4046,9/8/2015,517.54
4045,9/4/2015,499
4044,9/3/2015,504.72
4043,9/2/2015,510.55
4042,9/1/2015,496.54
4041,8/31/2015,512.89
4040,8/28/2015,518.01
4039,8/27/2015,518.37
4038,8/26/2015,500.77
4037,8/25/2015,466.37
4036,8/24/2015,463.37
4035,8/21/2015,494.47
4034,8/20/2015,515.78
4033,8/19/2015,532.92
4032,8/18/2015,535.02
4031,8/17/2015,535.22
4030,8/14/2015,531.52
4029,8/13/2015,529.66
4028,8/12/2015,525.91
4027,8/11/2015,527.46
4026,8/10/2015,524
4025,8/7/2015,522.62
4024,8/6/2015,529.46
4023,8/5/2015,537.01
4022,8/4/2015,531.9
4021,8/3/2015,535.03
4020,7/31/2015,536.15
4019,7/30/2015,536.76
4018,7/29/2015,529
4017,7/28/2015,526.03
4016,7/27/2015,531.41
4015,7/24/2015,529.42
4014,7/23/2015,482.18
4013,7/22/2015,488.27
4012,7/21/2015,488
4011,7/20/2015,488.1
4010,7/17/2015,483.01
4009,7/16/2015,475.48
4008,7/15/2015,461.19
4007,7/14/2015,465.57
4006,7/13/2015,455.57
4005,7/10/2015,443.51
4004,7/9/2015,434.39
4003,7/8/2015,429.7
4002,7/7/2015,436.72
4001,7/6/2015,436.04
4000,7/2/2015,437.71
3999,7/1/2015,437.39
3998,6/30/2015,434.09
3997,6/29/2015,429.86
3996,6/26/2015,438.1
3995,6/25/2015,440.1
3994,6/24/2015,440.84
3993,6/23/2015,445.99
3992,6/22/2015,436.29
3991,6/19/2015,434.92
3990,6/18/2015,439.39
3989,6/17/2015,427.81
3988,6/16/2015,427.26
3987,6/15/2015,423.67
3986,6/12/2015,429.92
3985,6/11/2015,432.97
3984,6/10/2015,430.77
3983,6/9/2015,425.48
3982,6/8/2015,423.5
3981,6/5/2015,426.95
3980,6/4/2015,430.78
3979,6/3/2015,436.59
3978,6/2/2015,430.99
3977,6/1/2015,430.92
3976,5/29/2015,429.23
3975,5/28/2015,426.57
3974,5/27/2015,431.42
3973,5/26/2015,425.47
3972,5/22/2015,427.63
3971,5/21/2015,431.63
3970,5/20/2015,423.86
3969,5/19/2015,421.71
3968,5/18/2015,425.24
3967,5/15/2015,426
3966,5/14/2015,432.28
3965,5/13/2015,426.87
3964,5/12/2015,431.02
3963,5/11/2015,432.85
3962,5/8/2015,433.69
3961,5/7/2015,426.88
3960,5/6/2015,419.1
3959,5/5/2015,421.19
3958,5/4/2015,423.04
3957,5/1/2015,422.87
3956,4/30/2015,421.78
3955,4/29/2015,429.37
3954,4/28/2015,429.31
3953,4/27/2015,438.56
3952,4/24/2015,445.1
3951,4/23/2015,389.99
3950,4/22/2015,389.8
3949,4/21/2015,391.18
3948,4/20/2015,389.51
3947,4/17/2015,375.56
3946,4/16/2015,386.04
3945,4/15/2015,383.45
3944,4/14/2015,385.11
3943,4/13/2015,382.36
3942,4/10/2015,382.65
3941,4/9/2015,383.54
3940,4/8/2015,381.2
3939,4/7/2015,374.41
3938,4/6/2015,377.04
3937,4/2/2015,372.25
3936,4/1/2015,370.26
3935,3/31/2015,372.1
3934,3/30/2015,374.59
3933,3/27/2015,370.56
3932,3/26/2015,367.35
3931,3/25/2015,370.96
3930,3/24/2015,374.09
3929,3/23/2015,375.11
3928,3/20/2015,378.49
3927,3/19/2015,373.24
3926,3/18/2015,375.14
3925,3/17/2015,371.92
3924,3/16/2015,373.35
3923,3/13/2015,370.58
3922,3/12/2015,374.24
3921,3/11/2015,366.37
3920,3/10/2015,369.51
3919,3/9/2015,378.56
3918,3/6/2015,380.09
3917,3/5/2015,387.83
3916,3/4/2015,382.72
3915,3/3/2015,384.61
3914,3/2/2015,385.66
3913,2/27/2015,380.16
3912,2/26/2015,384.8
3911,2/25/2015,385.37
3910,2/24/2015,378.59
3909,2/23/2015,380.14
3908,2/20/2015,383.66
3907,2/19/2015,379
3906,2/18/2015,373.37
3905,2/17/2015,375.43
3904,2/13/2015,381.83
3903,2/12/2015,377.17
3902,2/11/2015,375.14
3901,2/10/2015,373
3900,2/9/2015,370.56
3899,2/6/2015,374.28
3898,2/5/2015,373.89
3897,2/4/2015,364.75
3896,2/3/2015,363.55
3895,2/2/2015,364.47
3894,1/30/2015,354.53
3893,1/29/2015,311.78
3892,1/28/2015,303.91
3891,1/27/2015,306.75
3890,1/26/2015,309.66
3889,1/23/2015,312.39
3888,1/22/2015,310.32
3887,1/21/2015,297.25
3886,1/20/2015,289.44
3885,1/16/2015,290.74
3884,1/15/2015,286.95
3883,1/14/2015,293.27
3882,1/13/2015,294.74
3881,1/12/2015,291.41
3880,1/9/2015,296.93
3879,1/8/2015,300.46
3878,1/7/2015,298.42
3877,1/6/2015,295.29
3876,1/5/2015,302.19
3875,1/2/2015,308.52
3874,12/31/2014,310.35
3873,12/30/2014,310.3
3872,12/29/2014,312.04
3871,12/26/2014,309.09
3870,12/24/2014,303.03
3869,12/23/2014,306.29
3868,12/22/2014,306.54
3867,12/19/2014,299.9
3866,12/18/2014,297.73
3865,12/17/2014,298.88
3864,12/16/2014,295.06
3863,12/15/2014,306.07
3862,12/12/2014,307.32
3861,12/11/2014,307.36
3860,12/10/2014,305.84
3859,12/9/2014,312.5
3858,12/8/2014,306.64
3857,12/5/2014,312.63
3856,12/4/2014,316.93
3855,12/3/2014,316.5
3854,12/2/2014,326.31
3853,12/1/2014,326
3852,11/28/2014,338.64
3851,11/26/2014,333.57
3850,11/25/2014,335.04
3849,11/24/2014,335.64
3848,11/21/2014,332.63
3847,11/20/2014,330.54
3846,11/19/2014,326.54
3845,11/18/2014,324.93
3844,11/17/2014,323.05
3843,11/14/2014,327.82
3842,11/13/2014,316.48
3841,11/12/2014,311.51
3840,11/11/2014,312.01
3839,11/10/2014,305.11
3838,11/7/2014,299.86
3837,11/6/2014,296.64
3836,11/5/2014,296.52
3835,11/4/2014,302.81
3834,11/3/2014,305.72
3833,10/31/2014,305.46
3832,10/30/2014,299.07
3831,10/29/2014,294.12
3830,10/28/2014,295.59
3829,10/27/2014,289.97
3828,10/24/2014,287.06
3827,10/23/2014,313.18
3826,10/22/2014,312.97
3825,10/21/2014,315.33
3824,10/20/2014,306.21
3823,10/17/2014,303.64
3822,10/16/2014,302.86
3821,10/15/2014,305.97
3820,10/14/2014,308.31
3819,10/13/2014,306.45
3818,10/10/2014,311.39
3817,10/9/2014,315.37
3816,10/8/2014,322.7
3815,10/7/2014,316.98
3814,10/6/2014,322.2
3813,10/3/2014,322.74
3812,10/2/2014,318.41
3811,10/1/2014,317.46
3810,9/30/2014,322.44
3809,9/29/2014,321.82
3808,9/26/2014,323.21
3807,9/25/2014,321.93
3806,9/24/2014,328.21
3805,9/23/2014,323.63
3804,9/22/2014,324.5
3803,9/19/2014,331.32
3802,9/18/2014,325
3801,9/17/2014,324
3800,9/16/2014,327.76
3799,9/15/2014,323.89
3798,9/12/2014,331.19
3797,9/11/2014,330.52
3796,9/10/2014,331.33
3795,9/9/2014,329.75
3794,9/8/2014,342.34
3793,9/5/2014,346.38
3792,9/4/2014,345.95
3791,9/3/2014,339
3790,9/2/2014,342.38
3789,8/29/2014,339.04
3788,8/28/2014,340.02
3787,8/27/2014,343.18
3786,8/26/2014,341.83
3785,8/25/2014,334.02
3784,8/22/2014,331.59
3783,8/21/2014,332.91
3782,8/20/2014,335.78
3781,8/19/2014,335.13
3780,8/18/2014,334.53
3779,8/15/2014,333.63
3778,8/14/2014,333.21
3777,8/13/2014,326.28
3776,8/12/2014,319.32
3775,8/11/2014,318.33
3774,8/8/2014,316.8
3773,8/7/2014,311.45
3772,8/6/2014,313.89
3771,8/5/2014,312.32
3770,8/4/2014,313.65
3769,8/1/2014,307.06
3768,7/31/2014,312.99
3767,7/30/2014,322.51
3766,7/29/2014,320
3765,7/28/2014,320.41
3764,7/25/2014,324.01
3763,7/24/2014,358.61
3762,7/23/2014,358.14
3761,7/22/2014,360.84
3760,7/21/2014,359.76
3759,7/18/2014,358.66
3758,7/17/2014,352.45
3757,7/16/2014,355.9
3756,7/15/2014,354.44
3755,7/14/2014,355.32
3754,7/11/2014,346.2
3753,7/10/2014,327.92
3752,7/9/2014,329.97
3751,7/8/2014,323.81
3750,7/7/2014,333.55
3749,7/3/2014,337.49
3748,7/2/2014,332.85
3747,7/1/2014,332.39
3746,6/30/2014,324.78
3745,6/27/2014,324.57
3744,6/26/2014,325.69
3743,6/25/2014,327.44
3742,6/24/2014,324.16
3741,6/23/2014,327.24
3740,6/20/2014,324.2
3739,6/19/2014,327
3738,6/18/2014,334.38
3737,6/17/2014,325.62
3736,6/16/2014,327.62
3735,6/13/2014,326.27
3734,6/12/2014,325.91
3733,6/11/2014,335.2
3732,6/10/2014,332.41
3731,6/9/2014,327.5
3730,6/6/2014,329.67
3729,6/5/2014,323.57
3728,6/4/2014,306.78
3727,6/3/2014,307.19
3726,6/2/2014,308.84
3725,5/30/2014,312.55
3724,5/29/2014,313.78
3723,5/28/2014,310.16
3722,5/27/2014,310.82
3721,5/23/2014,312.24
3720,5/22/2014,304.91
3719,5/21/2014,305.01
3718,5/20/2014,301.19
3717,5/19/2014,296.76
3716,5/16/2014,297.7
3715,5/15/2014,295.19
3714,5/14/2014,297.62
3713,5/13/2014,304.64
3712,5/12/2014,302.86
3711,5/9/2014,292.24
3710,5/8/2014,288.32
3709,5/7/2014,292.71
3708,5/6/2014,297.38
3707,5/5/2014,310.05
3706,5/2/2014,308.01
3705,5/1/2014,307.89
3704,4/30/2014,304.13
3703,4/29/2014,300.38
3702,4/28/2014,296.58
3701,4/25/2014,303.83
3700,4/24/2014,337.15
3699,4/23/2014,324.58
3698,4/22/2014,329.32
3697,4/21/2014,330.87
3696,4/17/2014,324.91
3695,4/16/2014,323.68
3694,4/15/2014,316.08
3693,4/14/2014,315.91
3692,4/11/2014,311.73
3691,4/10/2014,317.11
3690,4/9/2014,331.81
3689,4/8/2014,327.07
3688,4/7/2014,317.76
3687,4/4/2014,323
3686,4/3/2014,333.62
3685,4/2/2014,341.96
3684,4/1/2014,342.99
3683,3/31/2014,336.37
3682,3/28/2014,338.29
3681,3/27/2014,338.47
3680,3/26/2014,343.41
3679,3/25/2014,354.71
3678,3/24/2014,351.85
3677,3/21/2014,360.62
3676,3/20/2014,368.97
3675,3/19/2014,373.23
3674,3/18/2014,378.77
3673,3/17/2014,375.04
3672,3/14/2014,373.74
3671,3/13/2014,371.51
3670,3/12/2014,370.64
3669,3/11/2014,368.82
3668,3/10/2014,370.53
3667,3/7/2014,372.06
3666,3/6/2014,372.16
3665,3/5/2014,372.37
3664,3/4/2014,363.9
3663,3/3/2014,359.78
3662,2/28/2014,362.1
3661,2/27/2014,360.13
3660,2/26/2014,359.8
3659,2/25/2014,358.32
3658,2/24/2014,351.78
3657,2/21/2014,346.76
3656,2/20/2014,349.8
3655,2/19/2014,347.38
3654,2/18/2014,353.65
3653,2/14/2014,357.35
3652,2/13/2014,357.2
3651,2/12/2014,349.25
3650,2/11/2014,361.79
3649,2/10/2014,360.87
3648,2/7/2014,361.08
3647,2/6/2014,354.59
3646,2/5/2014,346.45
3645,2/4/2014,347.95
3644,2/3/2014,346.15
3643,1/31/2014,358.69
3642,1/30/2014,403.01
3641,1/29/2014,384.2
3640,1/28/2014,394.43
3639,1/27/2014,386.28
3638,1/24/2014,387.6
3637,1/23/2014,399.87
3636,1/22/2014,404.54
3635,1/21/2014,407.05
3634,1/17/2014,399.61
3633,1/16/2014,395.8
3632,1/15/2014,395.87
3631,1/14/2014,397.54
3630,1/13/2014,390.98
3629,1/10/2014,397.66
3628,1/9/2014,401.01
3627,1/8/2014,401.92
3626,1/7/2014,398.03
3625,1/6/2014,393.63
3624,1/3/2014,396.44
3623,1/2/2014,397.97
3622,12/31/2013,398.79
3621,12/30/2013,393.37
3620,12/27/2013,398.08
3619,12/26/2013,404.39
3618,12/24/2013,399.2
3617,12/23/2013,402.92
3616,12/20/2013,402.2
3615,12/19/2013,395.19
3614,12/18/2013,395.96
3613,12/17/2013,387.65
3612,12/16/2013,388.97
3611,12/13/2013,384.24
3610,12/12/2013,381.25
3609,12/11/2013,382.19
3608,12/10/2013,387.78
3607,12/9/2013,384.89
3606,12/6/2013,386.95
3605,12/5/2013,384.49
3604,12/4/2013,385.96
3603,12/3/2013,384.66
3602,12/2/2013,392.3
3601,11/29/2013,393.62
3600,11/27/2013,386.71
3599,11/26/2013,381.37
3598,11/25/2013,376.64
3597,11/22/2013,372.31
3596,11/21/2013,368.92
3595,11/20/2013,362.57
3594,11/19/2013,364.94
3593,11/18/2013,366.18
3592,11/15/2013,369.17
3591,11/14/2013,367.4
3590,11/13/2013,356.22
3589,11/12/2013,349.53
3588,11/11/2013,354.38
3587,11/8/2013,350.31
3586,11/7/2013,343.56
3585,11/6/2013,356.18
3584,11/5/2013,358.89
3583,11/4/2013,358.74
3582,11/1/2013,359
3581,10/31/2013,364.03
3580,10/30/2013,361.08
3579,10/29/2013,362.7
3578,10/28/2013,358.16
3577,10/25/2013,363.39
3576,10/24/2013,332.21
3575,10/23/2013,326.76
3574,10/22/2013,332.54
3573,10/21/2013,326.44
3572,10/18/2013,328.93
3571,10/17/2013,310.77
3570,10/16/2013,310.49
3569,10/15/2013,306.4
3568,10/14/2013,310.7
3567,10/11/2013,310.89
3566,10/10/2013,305.17
3565,10/9/2013,298.23
3564,10/8/2013,303.23
3563,10/7/2013,310.03
3562,10/4/2013,319.04
3561,10/3/2013,314.76
3560,10/2/2013,320.51
3559,10/1/2013,320.95
3558,9/30/2013,312.64
3557,9/27/2013,316.01
3556,9/26/2013,318.12
3555,9/25/2013,312.65
3554,9/24/2013,314.13
3553,9/23/2013,311.49
3552,9/20/2013,316.34
3551,9/19/2013,312.06
3550,9/18/2013,312.03
3549,9/17/2013,304.17
3548,9/16/2013,296.06
3547,9/13/2013,297.92
3546,9/12/2013,298.86
3545,9/11/2013,299.64
3544,9/10/2013,300.36
3543,9/9/2013,299.71
3542,9/6/2013,295.86
3541,9/5/2013,294.1
3540,9/4/2013,293.64
3539,9/3/2013,288.8
3538,8/30/2013,280.98
3537,8/29/2013,283.98
3536,8/28/2013,281.58
3535,8/27/2013,280.93
3534,8/26/2013,286.21
3533,8/23/2013,290.01
3532,8/22/2013,289.73
3531,8/21/2013,284.57
3530,8/20/2013,287.09
3529,8/19/2013,285.57
3528,8/16/2013,284.82
3527,8/15/2013,286.47
3526,8/14/2013,291.34
3525,8/13/2013,293.97
3524,8/12/2013,296.69
3523,8/9/2013,297.26
3522,8/8/2013,295.74
3521,8/7/2013,296.91
3520,8/6/2013,300.75
3519,8/5/2013,300.99
3518,8/2/2013,304.21
3517,8/1/2013,305.57
3516,7/31/2013,301.22
3515,7/30/2013,302.41
3514,7/29/2013,306.1
3513,7/26/2013,312.01
3512,7/25/2013,303.4
3511,7/24/2013,298.94
3510,7/23/2013,301.06
3509,7/22/2013,303.48
3508,7/19/2013,305.23
3507,7/18/2013,304.11
3506,7/17/2013,308.69
3505,7/16/2013,306.87
3504,7/15/2013,306.57
3503,7/12/2013,307.55
3502,7/11/2013,299.66
3501,7/10/2013,292.33
3500,7/9/2013,291.53
3499,7/8/2013,290.59
3498,7/5/2013,285.88
3497,7/3/2013,284.03
3496,7/2/2013,283.73
3495,7/1/2013,282.1
3494,6/28/2013,277.69
3493,6/27/2013,277.55
3492,6/26/2013,277.57
3491,6/25/2013,272.09
3490,6/24/2013,270.61
3489,6/21/2013,273.36
3488,6/20/2013,273.44
3487,6/19/2013,278.16
3486,6/18/2013,281.76
3485,6/17/2013,278.06
3484,6/14/2013,273.99
3483,6/13/2013,275.79
3482,6/12/2013,271.67
3481,6/11/2013,274.78
3480,6/10/2013,281.07
3479,6/7/2013,276.87
3478,6/6/2013,267.83
3477,6/5/2013,267.17
3476,6/4/2013,265.7
3475,6/3/2013,266.88
3474,5/31/2013,269.2
3473,5/30/2013,266.83
3472,5/29/2013,265.53
3471,5/28/2013,267.29
3470,5/24/2013,261.74
3469,5/23/2013,261.8
3468,5/22/2013,262.96
3467,5/21/2013,268.86
3466,5/20/2013,267.63
3465,5/17/2013,269.9
3464,5/16/2013,264.12
3463,5/15/2013,266.56
3462,5/14/2013,268.33
3461,5/13/2013,264.51
3460,5/10/2013,263.63
3459,5/9/2013,260.16
3458,5/8/2013,258.68
3457,5/7/2013,257.73
3456,5/6/2013,255.72
3455,5/3/2013,258.05
3454,5/2/2013,252.55
3453,5/1/2013,248.23
3452,4/30/2013,253.81
3451,4/29/2013,249.74
3450,4/26/2013,254.81
3449,4/25/2013,274.7
3448,4/24/2013,268.78
3447,4/23/2013,268.9
3446,4/22/2013,263.55
3445,4/19/2013,260.32
3444,4/18/2013,259.42
3443,4/17/2013,267.4
3442,4/16/2013,272.34
3441,4/15/2013,267.72
3440,4/12/2013,272.87
3439,4/11/2013,269.85
3438,4/10/2013,264.77
3437,4/9/2013,261.14
3436,4/8/2013,258.95
3435,4/5/2013,255.48
3434,4/4/2013,259.08
3433,4/3/2013,259.03
3432,4/2/2013,263.32
3431,4/1/2013,261.61
3430,3/28/2013,266.49
3429,3/27/2013,265.3
3428,3/26/2013,260.31
3427,3/25/2013,256.02
3426,3/22/2013,257.75
3425,3/21/2013,253.39
3424,3/20/2013,257.28
3423,3/19/2013,256.41
3422,3/18/2013,257.89
3421,3/15/2013,261.82
3420,3/14/2013,265.74
3419,3/13/2013,275.1
3418,3/12/2013,274.13
3417,3/11/2013,271.24
3416,3/8/2013,274.19
3415,3/7/2013,273.88
3414,3/6/2013,273.79
3413,3/5/2013,275.59
3412,3/4/2013,273.11
3411,3/1/2013,265.74
3410,2/28/2013,264.27
3409,2/27/2013,263.25
3408,2/26/2013,259.36
3407,2/25/2013,259.87
3406,2/22/2013,265.42
3405,2/21/2013,265.94
3404,2/20/2013,266.41
3403,2/19/2013,269.75
3402,2/15/2013,265.09
3401,2/14/2013,269.24
3400,2/13/2013,269.47
3399,2/12/2013,258.7
3398,2/11/2013,257.21
3397,2/8/2013,261.95
3396,2/7/2013,260.23
3395,2/6/2013,262.22
3394,2/5/2013,266.89
3393,2/4/2013,259.98
3392,2/1/2013,265
3391,1/31/2013,265.5
3390,1/30/2013,272.76
3389,1/29/2013,260.35
3388,1/28/2013,276.04
3387,1/25/2013,283.99
3386,1/24/2013,273.46
3385,1/23/2013,268.11
3384,1/22/2013,270.19
3383,1/18/2013,272.12
3382,1/17/2013,270.48
3381,1/16/2013,268.93
3380,1/15/2013,271.9
3379,1/14/2013,272.73
3378,1/11/2013,267.94
3377,1/10/2013,265.34
3376,1/9/2013,266.35
3375,1/8/2013,266.38
3374,1/7/2013,268.46
3373,1/4/2013,259.15
3372,1/3/2013,258.48
3371,1/2/2013,257.31
3370,12/31/2012,250.87
3369,12/28/2012,245.18
3368,12/27/2012,248.31
3367,12/26/2012,248.63
3366,12/24/2012,258.62
3365,12/21/2012,256.92
3364,12/20/2012,261.5
3363,12/19/2012,257.99
3362,12/18/2012,260.4
3361,12/17/2012,253.86
3360,12/14/2012,249.19
3359,12/13/2012,251.25
3358,12/12/2012,251.76
3357,12/11/2012,250.69
3356,12/10/2012,247.77
3355,12/7/2012,253.27
3354,12/6/2012,253.37
3353,12/5/2012,253.96
3352,12/4/2012,252.49
3351,12/3/2012,250.33
3350,11/30/2012,252.05
3349,11/29/2012,251.27
3348,11/28/2012,247.11
3347,11/27/2012,243.4
3346,11/26/2012,243.62
3345,11/23/2012,239.88
3344,11/21/2012,238.03
3343,11/20/2012,233.78
3342,11/19/2012,229.71
3341,11/16/2012,225.23
3340,11/15/2012,220.6
3339,11/14/2012,222.95
3338,11/13/2012,226.6
3337,11/12/2012,226.47
3336,11/9/2012,226.31
3335,11/8/2012,227.35
3334,11/7/2012,232.06
3333,11/6/2012,237.56
3332,11/5/2012,234.33
3331,11/2/2012,232.42
3330,11/1/2012,232.14
3329,10/31/2012,232.89
3328,10/26/2012,238.24
3327,10/25/2012,222.92
3326,10/24/2012,228.49
3325,10/23/2012,234.31
3324,10/22/2012,233.78
3323,10/19/2012,240
3322,10/18/2012,244.85
3321,10/17/2012,247.49
3320,10/16/2012,243.94
3319,10/15/2012,244.18
3318,10/12/2012,242.36
3317,10/11/2012,244.22
3316,10/10/2012,244.99
3315,10/9/2012,250.96
3314,10/8/2012,259.06
3313,10/5/2012,258.51
3312,10/4/2012,260.47
3311,10/3/2012,255.92
3310,10/2/2012,250.6
3309,10/1/2012,252.01
3308,9/28/2012,254.32
3307,9/27/2012,256.59
3306,9/26/2012,249.67
3305,9/25/2012,252.46
3304,9/24/2012,254.8
3303,9/21/2012,257.47
3302,9/20/2012,260.81
3301,9/19/2012,261.68
3300,9/18/2012,258.75
3299,9/17/2012,258
3298,9/14/2012,261.27
3297,9/13/2012,260.24
3296,9/12/2012,255.63
3295,9/11/2012,255.67
3294,9/10/2012,257.09
3293,9/7/2012,259.14
3292,9/6/2012,251.38
3291,9/5/2012,246.22
3290,9/4/2012,247.88
3289,8/31/2012,248.27
3288,8/30/2012,246.22
3287,8/29/2012,247.12
3286,8/28/2012,246.11
3285,8/27/2012,243.92
3284,8/24/2012,245.74
3283,8/23/2012,241.2
3282,8/22/2012,243.1
3281,8/21/2012,239.45
3280,8/20/2012,240.35
3279,8/17/2012,241.17
3278,8/16/2012,241.55
3277,8/15/2012,237.42
3276,8/14/2012,233.19
3275,8/13/2012,232.44
3274,8/10/2012,232.75
3273,8/9/2012,234.06
3272,8/8/2012,234.38
3271,8/7/2012,236.56
3270,8/6/2012,233.99
3269,8/3/2012,234.97
3268,8/2/2012,230.81
3267,8/1/2012,232.09
3266,7/31/2012,233.3
3265,7/30/2012,236.09
3264,7/27/2012,237.32
3263,7/26/2012,220.01
3262,7/25/2012,217.05
3261,7/24/2012,223.04
3260,7/23/2012,226.01
3259,7/20/2012,228.29
3258,7/19/2012,226.17
3257,7/18/2012,217.47
3256,7/17/2012,216.93
3255,7/16/2012,216.01
3254,7/13/2012,218.39
3253,7/12/2012,215.36
3252,7/11/2012,218.37
3251,7/10/2012,219.5
3250,7/9/2012,225.05
3249,7/6/2012,225.05
3248,7/5/2012,227.06
3247,7/3/2012,229.53
3246,7/2/2012,229.32
3245,6/29/2012,228.35
3244,6/28/2012,221.31
3243,6/27/2012,225.62
3242,6/26/2012,225.61
3241,6/25/2012,220.07
3240,6/22/2012,222.16
3239,6/21/2012,220.57
3238,6/20/2012,223.02
3237,6/19/2012,224.03
3236,6/18/2012,222.66
3235,6/15/2012,218.35
3234,6/14/2012,214.45
3233,6/13/2012,214.73
3232,6/12/2012,216.42
3231,6/11/2012,216.5
3230,6/8/2012,218.48
3229,6/7/2012,218.8
3228,6/6/2012,217.64
3227,6/5/2012,213.21
3226,6/4/2012,214.57
3225,6/1/2012,208.22
3224,5/31/2012,212.91
3223,5/30/2012,209.23
3222,5/29/2012,214.75
3221,5/25/2012,212.89
3220,5/24/2012,215.24
3219,5/23/2012,217.28
3218,5/22/2012,215.33
3217,5/21/2012,218.11
3216,5/18/2012,213.85
3215,5/17/2012,218.36
3214,5/16/2012,224.06
3213,5/15/2012,224.39
3212,5/14/2012,222.93
3211,5/11/2012,227.68
3210,5/10/2012,226.69
3209,5/9/2012,222.98
3208,5/8/2012,223.9
3207,5/7/2012,225.16
3206,5/4/2012,223.99
3205,5/3/2012,229.45
3204,5/2/2012,230.25
3203,5/1/2012,230.04
3202,4/30/2012,231.9
3201,4/27/2012,226.85
3200,4/26/2012,195.99
3199,4/25/2012,194.42
3198,4/24/2012,190.33
3197,4/23/2012,188.24
3196,4/20/2012,189.98
3195,4/19/2012,191.1
3194,4/18/2012,191.07
3193,4/17/2012,188.39
3192,4/16/2012,185.5
3191,4/13/2012,188.46
3190,4/12/2012,190.69
3189,4/11/2012,187.97
3188,4/10/2012,186.98
3187,4/9/2012,191.87
3186,4/5/2012,194.39
3185,4/4/2012,193.99
3184,4/3/2012,199.66
3183,4/2/2012,198.05
3182,3/30/2012,202.51
3181,3/29/2012,204.61
3180,3/28/2012,201.16
3179,3/27/2012,205.44
3178,3/26/2012,202.87
3177,3/23/2012,195.04
3176,3/22/2012,192.4
3175,3/21/2012,191.73
3174,3/20/2012,192.33
3173,3/19/2012,185.52
3172,3/16/2012,185.05
3171,3/15/2012,184.43
3170,3/14/2012,182.26
3169,3/13/2012,184.59
3168,3/12/2012,183.39
3167,3/9/2012,184.32
3166,3/8/2012,187.64
3165,3/7/2012,183.77
3164,3/6/2012,181.09
3163,3/5/2012,180.26
3162,3/2/2012,179.3
3161,3/1/2012,180.04
3160,2/29/2012,179.69
3159,2/28/2012,183.8
3158,2/27/2012,178.53
3157,2/24/2012,179.13
3156,2/23/2012,178.89
3155,2/22/2012,180.58
3154,2/21/2012,182.26
3153,2/17/2012,182.5
3152,2/16/2012,179.93
3151,2/15/2012,184.47
3150,2/14/2012,191.3
3149,2/13/2012,191.59
3148,2/10/2012,185.54
3147,2/9/2012,184.98
3146,2/8/2012,185.48
3145,2/7/2012,184.19
3144,2/6/2012,183.14
3143,2/3/2012,187.68
3142,2/2/2012,181.72
3141,2/1/2012,179.46
3140,1/31/2012,194.44
3139,1/30/2012,192.15
3138,1/27/2012,195.37
3137,1/26/2012,193.32
3136,1/25/2012,187.8
3135,1/24/2012,187
3134,1/23/2012,186.09
3133,1/20/2012,190.93
3132,1/19/2012,194.45
3131,1/18/2012,189.44
3130,1/17/2012,181.66
3129,1/13/2012,178.42
3128,1/12/2012,175.93
3127,1/11/2012,178.9
3126,1/10/2012,179.34
3125,1/9/2012,178.56
3124,1/6/2012,182.61
3123,1/5/2012,177.61
3122,1/4/2012,177.51
3121,1/3/2012,179.03
3120,12/30/2011,173.1
3119,12/29/2011,173.86
3118,12/28/2011,173.89
3117,12/27/2011,176.27
3116,12/23/2011,177.28
3115,12/22/2011,179.03
3114,12/21/2011,174.35
3113,12/20/2011,182.52
3112,12/19/2011,179.33
3111,12/16/2011,181.26
3110,12/15/2011,181.26
3109,12/14/2011,180.21
3108,12/13/2011,180.51
3107,12/12/2011,189.52
3106,12/9/2011,193.03
3105,12/8/2011,190.48
3104,12/7/2011,195.32
3103,12/6/2011,191.99
3102,12/5/2011,196.24
3101,12/2/2011,196.03
3100,12/1/2011,197.13
3099,11/30/2011,192.29
3098,11/29/2011,188.39
3097,11/28/2011,194.15
3096,11/25/2011,182.4
3095,11/23/2011,188.99
3094,11/22/2011,192.34
3093,11/21/2011,189.25
3092,11/18/2011,197.14
3091,11/17/2011,204.52
3090,11/16/2011,211.99
3089,11/15/2011,217.83
3088,11/14/2011,218.93
3087,11/11/2011,217.39
3086,11/10/2011,210.79
3085,11/9/2011,211.22
3084,11/8/2011,217.99
3083,11/7/2011,217
3082,11/4/2011,216.48
3081,11/3/2011,218.29
3080,11/2/2011,215.62
3079,11/1/2011,212.1
3078,10/31/2011,213.51
3077,10/28/2011,217.32
3076,10/27/2011,206.78
3075,10/26/2011,198.4
3074,10/25/2011,227.15
3073,10/24/2011,237.61
3072,10/21/2011,234.78
3071,10/20/2011,233.61
3070,10/19/2011,231.53
3069,10/18/2011,243.88
3068,10/17/2011,242.33
3067,10/14/2011,246.71
3066,10/13/2011,236.15
3065,10/12/2011,236.81
